cik,sector
769397,Information Technology
769397,Information Technology
769397,Information Technology
769397,Information Technology
769397,Information Technology
769397,Information Technology
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
1002910,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
4904,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
874761,Utilities
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
4977,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
5272,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
899051,Financials
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
6951,Information Technology
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
318154,Health Care
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
315293,Financials
1841666,Energy
1841666,Energy
1841666,Energy
1841666,Energy
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
2969,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
8818,Materials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
4962,Financials
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
866787,Consumer Discretionary
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
12927,Industrials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
70858,Financials
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
10456,Health Care
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
764478,Consumer Discretionary
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
10795,Health Care
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
38777,Financials
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
14693,Consumer Staples
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
875045,Health Care
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
1390777,Financials
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
14272,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
885725,Health Care
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
831001,Financials
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
23217,Consumer Staples
721371,Health Care
721371,Health Care
721371,Health Care
721371,Health Care
721371,Health Care
721371,Health Care
721371,Health Care
721371,Health Care
721371,Health Care
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
18230,Industrials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
896159,Financials
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
815097,Consumer Discretionary
1739940,Health Care
1739940,Health Care
1739940,Health Care
1739940,Health Care
1739940,Health Care
1739940,Health Care
1739940,Health Care
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
20286,Financials
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21665,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
21076,Consumer Staples
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
1166691,Communication Services
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
26172,Industrials
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
811156,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
1130310,Utilities
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
927628,Financials
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
1163165,Energy
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
909832,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
16732,Consumer Staples
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
858877,Information Technology
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
277948,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
723254,Industrials
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
64803,Health Care
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
93410,Energy
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
715957,Utilities
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
315189,Industrials
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
1022079,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
313616,Health Care
1744489,Communication Services
1744489,Communication Services
1744489,Communication Services
1744489,Communication Services
1744489,Communication Services
1744489,Communication Services
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
29905,Industrials
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
940944,Consumer Discretionary
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
936340,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1326160,Utilities
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
1090012,Energy
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
712515,Communication Services
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
1065088,Consumer Discretionary
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
31462,Materials
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
1047862,Utilities
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
33185,Industrials
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
827052,Utilities
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
915389,Materials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
32604,Industrials
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
821189,Energy
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
906107,Real Estate
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
1551182,Industrials
65984,Utilities
65984,Utilities
65984,Utilities
65984,Utilities
65984,Utilities
65984,Utilities
65984,Utilities
65984,Utilities
65984,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
1109357,Utilities
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
37996,Consumer Discretionary
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
831259,Materials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1048911,Industrials
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
1031296,Utilities
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
35527,Financials
1754301,Communication Services
1754301,Communication Services
1754301,Communication Services
1754301,Communication Services
1754301,Communication Services
1754301,Communication Services
1754301,Communication Services
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40533,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
40545,Industrials
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
882095,Health Care
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
40704,Consumer Staples
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
24741,Information Technology
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
